,IdentityCard_Num,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Financial,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Environment,Most_Important_Issue_Military,Most_Important_Issue_Foreign_Affairs
2622,2623,-0.5495666672307805,-0.5093696483813737,-0.5680392405679054,-0.477973502812705,-1.6688650871372959,0.9425632233176167,-0.07292502829367438,-1.3856985257257028,0,0,1,0,0,0,0,0
2623,2624,-1.2006540500949487,0.4394897312332276,-0.6111992362104801,-0.8626568289080362,1.539104612959493,-0.94627803971996,0.3509800843286183,-1.0243125133833018,0,0,0,0,1,0,0,0
2624,2625,-0.07282360932893271,-0.4362439668495223,-0.23596938919752938,-0.08074169434898149,-0.15765427371190974,-0.216459494213459,-0.5855553996056535,0.42123153598630253,0,0,1,0,0,0,0,0
2625,2626,1.561299513830263,1.151530099124981,-0.15693059264008902,-0.9220042509315591,-0.7128081474801111,0.20931561651664543,0.020511293480380447,-1.0243125133833018,0,1,0,0,0,0,0,0
2626,2627,-0.7357572070783616,-0.721834520414774,0.49284719656522363,-0.5327611019748224,-0.8301728926056035,0.8708386912416062,0.16340040168999523,-1.0243125133833018,0,0,0,0,1,0,0,0
2627,2628,-1.8870928398637175,-0.07269902223905941,-1.9703164914949218,1.6890011472246802,2.1695209582049944,-0.8582654664952136,1.7241732605028492,1.1440035606711048,0,0,0,0,0,1,0,0
2628,2629,-0.1734296449087773,-0.343900457768645,0.10152593364782388,-0.7658324906922779,0.17916391547363028,-0.4747821117302471,-0.6211015107130331,0.05984552364390145,0,0,1,0,0,0,0,0
2629,2630,0.7805278681456785,-0.2879707156698646,-0.14820347451647525,-0.45941095164660267,-1.0496263366656506,0.4676382340334335,-0.790908368804154,-0.6629265010409007,0,0,0,1,0,0,0,0
2630,2631,-0.20643049786324869,-0.6451304860529946,-1.0084785042713278,-0.8186839361985191,-0.32457302233483204,0.11473067581083018,0.038037935293639094,-0.30154048869849964,0,0,0,0,0,0,1,0
2631,2632,0.05809805707043263,-0.08299994610050629,0.6412778238569496,-0.4385691481091563,-1.3465777711577696,0.6953850550078582,-0.7051136981133449,0.7826175483287037,0,0,0,0,0,1,0,0
2632,2633,-0.7803782926298097,0.44441570013604353,0.9645592704050762,1.1185110493163828,0.5651635216641381,-0.7708244034862124,0.09027189914382229,0.7826175483287037,0,0,1,0,0,0,0,0
2633,2634,-0.23444565399956144,0.06725981936246597,0.6715668268847907,-0.011858066546317854,0.7715764384880198,-0.9291327332476068,-0.5438537447095056,1.866775585355907,0,0,0,0,0,1,0,0
2634,2635,-0.6378283381524663,-0.35477858979030297,0.5188727310135178,1.0041003610656039,0.5245515939857928,-0.7396770967281041,-0.11705719914287964,-0.6629265010409007,0,0,1,0,0,0,0,0
2635,2636,-0.26917135834010447,-0.6420969985460795,-0.035281899482197315,0.18449492750816143,-1.304475497509577,0.66309472781826,-0.32288419172082383,0.05984552364390145,0,0,1,0,0,0,0,0
2636,2637,0.0241288957069847,-0.0828798285164908,0.34707310370665057,-0.5275457127485103,0.5226886615234834,-0.7382483211887412,-0.8782843187025561,0.42123153598630253,0,0,0,1,0,0,0,0
2637,2638,-0.1372665494612835,-0.1641460049281748,-0.2808692915041197,-0.1262719341476218,-0.9326341780326205,0.3779111301614515,-0.7175644083353444,0.42123153598630253,0,0,0,0,0,1,0,0
2638,2639,-0.3012974825872344,-0.24019627807599794,0.09586036325633798,-0.932062375860949,-0.32569078181221756,-0.0875839405629375,-0.5833224127269306,0.42123153598630253,0,0,1,0,0,0,0,0
2639,2640,-0.7720528348949213,-0.7085050835318215,-0.8979558129635176,0.34254483421183174,0.5547310998752052,-0.7628232604657808,0.36396819535099045,-0.30154048869849964,1,0,0,0,0,0,0,0
2640,2641,0.9549542658340261,0.09775608127267506,-0.7500126015046831,-0.9938355358720222,-0.825329268203599,0.8671238748392627,-0.5243993467015172,-1.747084538068104,0,0,0,0,0,0,1,0
2641,2642,-0.8883234886160056,0.2588166739035026,0.9524323973676647,-0.11936915090492582,-1.7377935882427435,0.9954279182740393,0.17382165170050265,0.7826175483287037,0,1,0,0,0,0,0,0
2642,2643,-0.6501676789751206,-0.3647948920539844,-0.47447998092083715,-0.3476514630910976,-0.37785289075688067,-0.047578225460780166,-0.10129252753426235,-0.30154048869849964,0,0,0,0,0,1,0,0
2643,2644,0.7581492239902732,-0.7288533437575219,-0.6613074257510057,-1.1784046686294714,0.13557129585558997,0.7016716673810546,-0.22010801625288795,2.228161597698308,1,0,0,0,0,0,0,0
2644,2645,-0.41562068893832327,-0.11377610529434863,0.7604268303205096,-0.3783518663729501,0.6806653343273211,-0.8594084869267038,-0.2896565272592477,-0.30154048869849964,0,1,0,0,0,0,0,0
2645,2646,-2.329489786301923,-1.9579757149655932,-3.0984792138580506,1.3409958189354836,0.9295531112918568,0.0927275325046435,3.413602946833279,-0.6629265010409007,0,1,0,0,0,0,0,0
2646,2647,-0.059099756856467255,-0.1185281646437745,0.21257014566005322,-0.33006214275494433,-0.22173915041535303,-0.16730961565937985,-0.8464778629667913,0.7826175483287037,0,0,1,0,0,0,0,0
2647,2648,-1.0744070841633577,-0.8836139239363777,-1.0545696068294135,2.0007710548608166,-0.11629717304864079,0.8948421203029007,0.7681928237807858,1.866775585355907,1,0,0,0,0,0,0,0
2648,2649,-1.7183510502043262,0.8509090565409911,2.9774667278682125,3.3983484862253137,0.09570454116216905,0.7322474639234176,2.3177313270508693,1.866775585355907,0,0,0,0,0,1,0,0
2649,2650,-0.8553871596516837,-0.6235513902208025,1.7083282964011086,2.131177041757734,1.8811390130394987,-0.6370910130018574,0.8631920576284968,0.7826175483287037,0,0,0,0,0,1,0,0
2650,2651,0.3965727237056754,0.1141568683456717,-0.09510514492498584,0.1562059934160718,-0.374127025832262,-0.050435776539505595,-1.3176263994007076,-1.0243125133833018,0,0,0,1,0,0,0,0
2651,2652,-0.8849406710366988,-0.6716870056817497,-0.6912634602906962,-0.36074526969662724,-0.9814430085451269,0.41534504929275595,0.34054200480881447,-0.6629265010409007,0,0,0,1,0,0,0,0
2652,2653,-0.70854328751479,-0.09658684717076967,-0.1411251224675516,-0.7236079449180775,-1.6688650871372959,0.9425632233176167,-0.2366557929068416,1.866775585355907,0,0,0,0,0,1,0,0
2653,2654,-1.0883339007863615,-0.05797576670005225,-0.0647815661318186,0.26068120158569524,0.4109127137849194,-0.08101157308186879,0.14888482700428587,0.42123153598630253,0,0,0,0,1,0,0,0
2654,2655,-1.0139632755827348,-0.7628969314713392,0.7250564297668921,1.5500519312012138,1.1918540019850203,-0.10844406343763402,0.49467688441906194,1.866775585355907,0,0,0,0,0,1,0,0
2655,2656,-1.0292054818597622,-0.815297100923555,0.9236852604068765,-1.1021316760116038,1.7879923899240286,-0.5656522360337191,0.6148450247631657,2.228161597698308,1,0,0,0,0,0,0,0
2656,2657,-1.2698143053797422,-0.08817340063657733,3.067019705863773,1.779423780438799,1.9146717973610679,-0.6628089727103872,2.093103318189469,1.5053895730135058,0,0,0,1,0,0,0,0
2657,2658,-0.1417618948150134,-0.015943968957543946,0.7079016632180044,0.15005914731221826,-1.254176321027223,0.6245177882554653,-0.5621634315921719,0.42123153598630253,0,0,0,1,0,0,0,0
2658,2659,-0.3236200553557271,-0.0010453073392845474,-0.24767279675544707,-0.741247438631242,-0.20534534474703045,-0.17988284040577218,-0.6371025935930065,0.05984552364390145,0,0,1,0,0,0,0,0
2659,2660,2.567529293696499,-2.9151361764539927,-1.921247478541185,3.754011294444025,-0.07754817783260554,0.8651235890841549,2.9810938166215073,1.1440035606711048,0,0,0,1,0,0,0,0
2660,2661,-0.6174329038989415,-0.10443495806901025,0.23285559400725345,-0.8372789541196674,-0.8066999435805049,0.8528361194456351,-0.32055360950601025,-1.3856985257257028,0,0,0,0,0,0,1,0
2661,2662,1.6272910434819294,0.7588883333613906,-0.9582746786580891,-1.1784046686294714,0.785734725201571,0.20302900414344904,0.20540246415092597,1.1440035606711048,1,0,0,0,0,0,0,0
2662,2663,-0.8432260704934895,-0.5431352636512263,-0.7732504181399068,-0.9413383456042933,-1.4862977058309745,0.8025432204600658,0.27451741971206245,-1.0243125133833018,0,0,1,0,0,0,0,0
2663,2664,-0.29389860552285124,-0.5455585229618783,-0.0466550216116903,-0.8762093863058757,-0.06040919917935895,-0.29104157736819536,-0.38082868455766333,0.42123153598630253,0,0,0,1,0,0,0,0
2664,2665,0.3943375857974326,-0.007652884474604788,-0.146193537425404,0.1524183859958843,-0.06040919917935895,-0.29104157736819536,-1.1837039705028136,-0.30154048869849964,0,0,0,0,0,1,0,0
2665,2666,0.02124728645947733,0.0944315924788847,-0.7249299109322487,-0.18729657917315848,-0.055565574777354215,0.27675382197456777,-0.6435121690537974,-0.6629265010409007,0,0,0,0,0,0,1,0
2666,2667,1.0179683751162805,-0.4157283182445821,-0.8754060937737851,-0.8509895556268972,1.3945410538842833,-0.8354050578654093,-0.18778963696411088,-1.0243125133833018,0,0,0,0,1,0,0,0
2667,2668,-0.4070989110753518,-0.016215350771065788,0.9751600762505055,0.2887583091128364,1.5048266556529997,-0.9199885697956851,-0.17975116733981952,-1.747084538068104,0,0,0,0,0,0,1,0
2668,2669,1.0785175831677147,-2.7350980245689644,-1.1808402591108347,1.7034035684147284,0.13780681481036133,0.6999571367338193,1.8817199696933278,0.7826175483287037,0,1,0,0,0,0,0,0
2669,2670,-0.5224054644477705,-0.3780732374025001,-0.6260467279286968,1.135798878895952,0.6661344611213076,-0.8482640377196742,-0.1396682957200717,0.7826175483287037,0,0,0,0,0,1,0,0
2670,2671,1.4140227072860774,0.5161840095583342,-0.09582329031080786,-0.5677800460784372,1.5994636247383172,-0.9925703671953137,-0.3964574882786007,-1.3856985257257028,0,0,0,0,0,0,0,1
2671,2672,0.5269546274241972,0.729323513135427,-0.7615524523808014,-0.8963081488368873,-0.3625768445659438,0.5122160308615515,-0.6137539426999084,-1.0243125133833018,0,0,0,0,0,1,0,0
2672,2673,0.20207428143791653,-0.035766848279682885,0.11376398678115592,-0.1423047980004402,0.07260417862953236,-0.39305615087869694,-1.1217669935681114,0.7826175483287037,1,0,0,0,0,0,0,0
2673,2674,-0.20302164186413638,-0.15173545679078537,0.4400925948677373,-0.8664638310586417,-0.09804043491800885,-0.26218031147306764,-0.6219287633146922,0.42123153598630253,0,0,0,0,0,1,0,0
2674,2675,-0.9081471236681343,0.15951441667128893,0.9810684299118898,-1.0181089145328666,0.3732814780462698,-0.6236605229318475,0.2133037642121567,0.42123153598630253,0,1,0,0,0,0,0,0
2675,2676,-2.5535009466376684,-2.9176038745052573,-3.188915757768052,0.4161609713031187,0.6631537691816125,0.8685526503786254,4.133792124898946,0.7826175483287037,0,0,0,0,0,1,0,0
2676,2677,0.4783125847461323,-0.1758471702234113,0.42452062721752326,-0.06208167840316045,0.49064622317176226,-0.7136733819117016,-0.899888947484338,0.42123153598630253,0,0,0,1,0,0,0,0
2677,2678,0.11032834315773986,-0.4676208560915972,0.32969121175352994,-1.056485151657877,-0.7075919365856448,0.2053150450064294,-0.6359363913128326,1.866775585355907,1,0,0,0,0,0,0,0
2678,2679,-1.0910376513051139,0.5041376696403522,1.3903442802585895,-0.2636761028006098,0.9336515627089376,-0.4819259894270611,0.631478951236922,-0.30154048869849964,0,0,0,0,1,0,0,0
2679,2680,-1.3643436973289518,0.7786946717960396,-0.7175077553099616,1.3322278672500216,0.986186258146063,0.04929275610801542,0.6101653923609526,1.5053895730135058,1,0,0,0,0,0,0,0
2680,2681,0.2839233038450562,-0.022125454245980482,-0.1714928203874707,-0.367990000983252,-1.0268985606254761,0.4502071724532075,-1.1354693423083468,-0.6629265010409007,0,0,0,0,0,1,0,0
2681,2682,-0.0377393831541319,0.6089735740253424,-0.15925194641916562,-0.24151448323074762,0.9712827984475878,-0.5107872553221888,-0.925076832210067,-0.6629265010409007,0,0,0,0,0,0,0,1
2682,2683,-0.10719719901971318,-1.06093278768801,0.06932542262281524,-0.4145745426274667,-0.4836674546160549,0.6050864409201315,-0.03782973054030711,-1.0243125133833018,0,0,0,0,0,0,1,0
2683,2684,0.024457992219000968,0.37401432399649653,0.7390790584983132,0.32983355130660275,-0.9069257100527507,0.9297042434633518,-0.691892171320684,-0.30154048869849964,0,0,0,0,1,0,0,0
2684,2685,-0.06202717032611244,-0.5754759206937867,-2.318869442151937,2.2049638912131364,2.2313703159536664,-0.9057008144020574,1.059970090313227,2.228161597698308,1,0,0,0,0,0,0,0
2685,2686,0.6395510147203086,-0.3047425556226708,-0.21673797581825477,-0.480047301164481,-0.43970224850555295,-0.00014287755393627144,-0.8283964596284926,-1.0243125133833018,0,1,0,0,0,0,0,0
2686,2687,0.6401686199380696,-0.6172589838759985,-0.848724547988412,1.4785066761534602,0.4925091556340716,0.4279182740391483,-0.22344139731804166,1.866775585355907,1,0,0,0,0,0,0,0
2687,2688,1.4084428976618986,1.1376340603149617,-0.4200439778797608,0.4578354341976424,0.8621149561562564,-0.9985712244606373,-0.06394728289579962,0.05984552364390145,0,0,0,0,0,1,0,0
2688,2689,0.9158876243220638,0.032015504701938174,0.15539054781365005,-0.34541099353531113,-0.045505739480883725,0.2690384340620091,-0.8990885152613105,-1.3856985257257028,0,0,0,0,0,0,1,0
2689,2690,-0.6554243824130465,-0.9590155884981827,0.3343953767740046,0.6465130469109096,-0.3528895957619348,-0.0667238176882412,0.2274366562219219,0.05984552364390145,0,0,0,0,0,1,0,0
2690,2691,-0.5463844226955415,-0.4316014741587558,-0.5149120176314586,-0.5128497111062812,-0.0999033673803182,-0.2607515359337047,-0.14088848556337416,-1.3856985257257028,0,0,1,0,0,0,0,0
2691,2692,-0.24887298638275535,1.575515253045455,-2.0974617119322696,3.5684856267109373,1.2425257649598365,-0.14730675810830118,1.0899741032965977,0.42123153598630253,0,0,0,1,0,0,0,0
2692,2693,-0.22995415187999219,-0.30913830547664534,0.19697432930875877,-0.5204496975381966,0.4470536035537219,-0.680240034290613,-0.587319254108986,1.1440035606711048,0,0,0,1,0,0,0,0
2693,2694,0.3052238388819261,-0.18768002850833793,-0.2368666566338202,0.23253334260696568,-1.397622120625047,0.7345335047863979,-0.9670386090372391,-0.30154048869849964,1,0,0,0,0,0,0,0
2694,2695,-0.6322757290090915,-0.45084109812142004,-0.5889698244165475,-0.7668876754600371,-1.5488922365645705,0.8505500785826547,-0.028924763625457133,-0.30154048869849964,0,0,0,0,0,1,0,0
2695,2696,-1.0845785006141402,0.793165163666659,-1.0082078315399563,-1.1784046686294714,0.5100207207797796,0.4144877839691383,0.4761324023197411,0.7826175483287037,0,1,0,0,0,0,0,0
2696,2697,0.6759564904944034,-1.1635110371438466,-0.10230937891758893,-0.6327002640902051,-0.12449407588280224,0.32961851693099,-0.008779562867723132,-1.747084538068104,0,0,0,0,0,0,1,0
2697,2698,-0.05748788136360827,-0.38925614942465947,0.009826976178222004,-0.30174523688507154,0.1083724819058729,-0.42048864123446195,-0.6714966363080862,0.42123153598630253,0,0,1,0,0,0,0,0
2698,2699,-0.6909518113560649,-0.3766196059454751,-0.09276683444130218,2.7944745176663166,1.9657161468283455,-0.7019574224889269,-0.14342859401554278,-0.6629265010409007,0,1,0,0,0,0,0,0
2699,2700,-0.024037750388412528,0.08116948768370484,0.12142379111979774,-0.8034496639363776,0.6765668829102404,-0.8562651807401058,-1.0075767904261657,1.5053895730135058,0,0,0,1,0,0,0,0
2700,2701,0.22870308923408045,-0.040537373999379726,0.07573354143634976,-0.6066852618547623,0.005166023493932028,-0.3413344763537649,-1.1397481641453202,-0.6629265010409007,0,1,0,0,0,0,0,0
2701,2702,-0.998054938621577,0.7040512905220343,-0.10566721975540819,0.17251144037094168,-0.32457302233483204,0.6702386055150735,0.06906746680013101,-0.6629265010409007,0,0,0,0,0,0,1,0
2702,2703,2.4824875167706297,2.038518802932397,0.7266924092637956,2.454334170210484,2.0026022095820717,-0.7302471781683098,1.45400561578123,0.42123153598630253,0,0,1,0,0,0,0,0
2703,2704,0.4543941906295962,0.027032103162405684,-0.08756706145885425,-0.6310851417713539,-1.4430776727053964,0.7693956279468495,-1.2368208383555057,-1.0243125133833018,0,0,1,0,0,0,0,0
2704,2705,-1.0249541065177252,1.1398452194010464,-0.6086774226822296,1.1283609942775072,1.27494078980402,-0.1721674524932133,0.3713432804521366,0.05984552364390145,0,0,0,1,0,0,0,0
2705,2706,-1.0016689297858563,-2.820608513221631,-1.597516050923562,0.8081610453008156,1.613249324959407,0.13987712530361485,2.3758269032072135,-0.30154048869849964,0,0,1,0,0,0,0,0
2706,2707,0.4156008296210419,0.014501868970374799,-0.17117520251971777,-0.5148027947171752,-1.3223596491477472,0.6768109729961425,-1.1896243497945644,-0.6629265010409007,0,0,0,0,0,1,0,0
2707,2708,-0.9011224607470536,-0.6054500584288267,-0.6720294615233497,-0.20362433903567423,0.37290889155380785,-0.6233747678239749,0.3118587606425339,-1.0243125133833018,0,0,0,1,0,0,0,0
2708,2709,0.3898802194439663,-0.5730589375309187,-0.3042276304318938,0.4068525466416308,0.09309643571493567,-0.40877268181168747,-0.5884717403555603,-1.0243125133833018,0,0,1,0,0,0,0,0
2709,2710,-0.5617244388633142,-0.49814530053569367,-0.4977656948293551,-0.4227850371121088,0.6631537691816125,-0.8459779968566938,-0.09751746527412554,-0.6629265010409007,0,0,0,0,0,1,0,0
2710,2711,1.967596144583282,-1.563027751398487,2.91456630399458,1.5647120334558438,1.1400644795328192,-0.068724103443349,2.3705377591657344,2.228161597698308,1,0,0,0,0,0,0,0
2711,2712,0.30189355447395483,1.1749472071848455,-0.3348419324591749,-0.736085580032114,-0.32494560882729373,0.4833547649664238,-0.5586941958208609,-1.3856985257257028,0,0,0,0,0,0,0,1
2712,2713,0.15560952540803177,0.2302352698914995,-0.16051343145122604,-0.35489403327771407,0.25740707889062514,-0.5347906843834833,-1.199839950319494,-0.30154048869849964,0,1,0,0,0,0,0,0
2713,2714,0.6404398992803354,0.03399815644364111,2.7261436689023917,1.8881809749980822,0.4712717255637443,0.4442063151878841,1.2422943334052177,1.5053895730135058,1,0,0,0,0,0,0,0
2714,2715,0.2965446744198809,1.3457335921314384,-3.064976523650423,2.6686280669147187,-0.05891885320951126,0.8508358336905273,1.789011126938191,1.1440035606711048,1,0,0,0,0,0,0,0
2715,2716,0.586254376485698,0.26603651919212695,-0.11780098349562987,0.9543541086503973,-1.630488678413722,0.9131304472067439,-1.2905853026282594,-1.747084538068104,0,1,0,0,0,0,0,0
2716,2717,0.24612181482822298,0.4211039071093639,0.43658209517605,0.007385425635273261,-0.003776052325153106,0.23703386198028298,-1.0629307636584868,-1.0243125133833018,0,0,0,0,0,0,0,1
2717,2718,-0.9749338445438186,-0.58173067272434,-0.8473738350496707,0.06457848741665301,-0.8651960228970201,0.32618945563651947,0.4376258997903247,-0.30154048869849964,0,0,0,0,0,1,0,0
2718,2719,0.7419853771476538,-0.8790388321465629,1.6498218880041136,-0.15468165379434468,0.5990688924781689,-0.22531790255750828,0.5442070734158618,-0.6629265010409007,0,0,0,0,0,0,1,0
2719,2720,0.15798460644078552,-0.19444117929489704,0.6371200741695477,0.3720416335412839,1.2533307732412309,-0.7271038719817118,-0.6907447467788838,-0.6629265010409007,0,0,0,0,1,0,0,0
2720,2721,0.3166153039522919,0.10461837585617348,-0.24087535032238447,-0.5406167003668882,0.8028737038548176,-0.9531361623089013,-1.1927925992663317,0.05984552364390145,1,0,0,0,0,0,0,0
2721,2722,0.009171121053959713,-0.13729256865161432,0.31488721496904737,-0.25041318700444937,1.454527479170646,-0.8814116302328904,-0.8488409462034154,-1.3856985257257028,0,0,0,0,0,0,0,1
2722,2723,-0.003239404527417358,-0.5190492445451121,-0.28118082397507915,0.14107680855286167,0.017088791252712204,-0.3504786398056865,-0.541504334666532,0.7826175483287037,0,0,1,0,0,0,0,0
2723,2724,0.41490847451557816,-0.08825078459337997,1.0083109926191145,0.9551335963800424,-0.1263570083451116,0.33104729247035314,-0.4591789294054601,-1.0243125133833018,0,0,0,0,1,0,0,0
2724,2725,-0.9421571975929355,0.3232132088279708,1.1695906506338516,-1.094626345552391,-1.4032109180119752,0.7388198314044865,0.3516774587265794,1.866775585355907,0,0,0,0,0,1,0,0
2725,2726,0.2773549140375642,0.10189588533107212,-0.05073373035181748,0.5567052715689746,-0.09878560790293252,-0.26160880125732255,-1.2845592927418126,-1.747084538068104,0,1,0,0,0,0,0,0
